dimension=3
xi=100
eta=10
zeta=10
x                    y                    z                   
0.000000             0.066667             0.000000            
0.000000             0.066667             0.011111            
0.000000             0.066667             0.022222            
0.000000             0.066667             0.033333            
0.000000             0.066667             0.044444            
0.000000             0.066667             0.055556            
0.000000             0.066667             0.066667            
0.000000             0.066667             0.077778            
0.000000             0.066667             0.088889            
0.000000             0.066667             0.100000            
0.000000             0.077778             0.000000            
0.000000             0.077778             0.011111            
0.000000             0.077778             0.022222            
0.000000             0.077778             0.033333            
0.000000             0.077778             0.044444            
0.000000             0.077778             0.055556            
0.000000             0.077778             0.066667            
0.000000             0.077778             0.077778            
0.000000             0.077778             0.088889            
0.000000             0.077778             0.100000            
0.000000             0.088889             0.000000            
0.000000             0.088889             0.011111            
0.000000             0.088889             0.022222            
0.000000             0.088889             0.033333            
0.000000             0.088889             0.044444            
0.000000             0.088889             0.055556            
0.000000             0.088889             0.066667            
0.000000             0.088889             0.077778            
0.000000             0.088889             0.088889            
0.000000             0.088889             0.100000            
0.000000             0.100000             0.000000            
0.000000             0.100000             0.011111            
0.000000             0.100000             0.022222            
0.000000             0.100000             0.033333            
0.000000             0.100000             0.044444            
0.000000             0.100000             0.055556            
0.000000             0.100000             0.066667            
0.000000             0.100000             0.077778            
0.000000             0.100000             0.088889            
0.000000             0.100000             0.100000            
0.010101             0.000000             0.000000            
0.010101             0.000000             0.011111            
0.010101             0.000000             0.022222            
0.010101             0.000000             0.033333            
0.010101             0.000000             0.044444            
0.010101             0.000000             0.055556            
0.010101             0.000000             0.066667            
0.010101             0.000000             0.077778            
0.010101             0.000000             0.088889            
0.010101             0.000000             0.100000            
0.010101             0.011111             0.000000            
0.010101             0.011111             0.011111            
0.010101             0.011111             0.022222            
0.010101             0.011111             0.033333            
0.010101             0.011111             0.044444            
0.010101             0.011111             0.055556            
0.010101             0.011111             0.066667            
0.010101             0.011111             0.077778            
0.010101             0.011111             0.088889            
0.010101             0.011111             0.100000            
0.010101             0.022222             0.000000            
0.010101             0.022222             0.011111            
0.010101             0.022222             0.022222            
0.010101             0.022222             0.033333            
0.010101             0.022222             0.044444            
0.010101             0.022222             0.055556            
0.010101             0.022222             0.066667            
0.010101             0.022222             0.077778            
0.010101             0.022222             0.088889            
0.010101             0.022222             0.100000            
0.010101             0.033333             0.000000            
0.010101             0.033333             0.011111            
0.010101             0.033333             0.022222            
0.010101             0.033333             0.033333            
0.010101             0.033333             0.044444            
0.010101             0.033333             0.055556            
0.010101             0.033333             0.066667            
0.010101             0.033333             0.077778            
0.010101             0.033333             0.088889            
0.010101             0.033333             0.100000            
0.010101             0.044444             0.000000            
0.010101             0.044444             0.011111            
0.010101             0.044444             0.022222            
0.010101             0.044444             0.033333            
0.010101             0.044444             0.044444            
0.010101             0.044444             0.055556            
0.010101             0.044444             0.066667            
0.010101             0.044444             0.077778            
0.010101             0.044444             0.088889            
0.010101             0.044444             0.100000            
0.010101             0.055556             0.000000            
0.010101             0.055556             0.011111            
0.010101             0.055556             0.022222            
0.010101             0.055556             0.033333            
0.010101             0.055556             0.044444            
0.010101             0.055556             0.055556            
0.010101             0.055556             0.066667            
0.010101             0.055556             0.077778            
0.010101             0.055556             0.088889            
0.010101             0.055556             0.100000            
0.010101             0.066667             0.000000            
0.010101             0.066667             0.011111            
0.010101             0.066667             0.022222            
0.010101             0.066667             0.033333            
0.010101             0.066667             0.044444            
0.010101             0.066667             0.055556            
0.010101             0.066667             0.066667            
0.010101             0.066667             0.077778            
0.010101             0.066667             0.088889            
0.010101             0.066667             0.100000            
0.010101             0.077778             0.000000            
0.010101             0.077778             0.011111            
0.010101             0.077778             0.022222            
0.010101             0.077778             0.033333            
0.010101             0.077778             0.044444            
0.010101             0.077778             0.055556            
0.010101             0.077778             0.066667            
0.010101             0.077778             0.077778            
0.010101             0.077778             0.088889            
0.010101             0.077778             0.100000            
0.010101             0.088889             0.000000            
0.010101             0.088889             0.011111            
0.010101             0.088889             0.022222            
0.010101             0.088889             0.033333            
0.010101             0.088889             0.044444            
0.010101             0.088889             0.055556            
0.010101             0.088889             0.066667            
0.010101             0.088889             0.077778            
0.010101             0.088889             0.088889            
0.010101             0.088889             0.100000            
0.010101             0.100000             0.000000            
0.010101             0.100000             0.011111            
0.010101             0.100000             0.022222            
0.010101             0.100000             0.033333            
0.010101             0.100000             0.044444            
0.010101             0.100000             0.055556            
0.010101             0.100000             0.066667            
0.010101             0.100000             0.077778            
0.010101             0.100000             0.088889            
0.010101             0.100000             0.100000            
0.020202             0.000000             0.000000            
0.020202             0.000000             0.011111            
0.020202             0.000000             0.022222            
0.020202             0.000000             0.033333            
0.020202             0.000000             0.044444            
0.020202             0.000000             0.055556            
0.020202             0.000000             0.066667            
0.020202             0.000000             0.077778            
0.020202             0.000000             0.088889            
0.020202             0.000000             0.100000            
0.020202             0.011111             0.000000            
0.020202             0.011111             0.011111            
0.020202             0.011111             0.022222            
0.020202             0.011111             0.033333            
0.020202             0.011111             0.044444            
0.020202             0.011111             0.055556            
0.020202             0.011111             0.066667            
0.020202             0.011111             0.077778            
0.020202             0.011111             0.088889            
0.020202             0.011111             0.100000            
0.020202             0.022222             0.000000            
0.020202             0.022222             0.011111            
0.020202             0.022222             0.022222            
0.020202             0.022222             0.033333            
0.020202             0.022222             0.044444            
0.020202             0.022222             0.055556            
0.020202             0.022222             0.066667            
0.020202             0.022222             0.077778            
0.020202             0.022222             0.088889            
0.020202             0.022222             0.100000            
0.020202             0.033333             0.000000            
0.020202             0.033333             0.011111            
0.020202             0.033333             0.022222            
0.020202             0.033333             0.033333            
0.020202             0.033333             0.044444            
0.020202             0.033333             0.055556            
0.020202             0.033333             0.066667            
0.020202             0.033333             0.077778            
0.020202             0.033333             0.088889            
0.020202             0.033333             0.100000            
0.020202             0.044444             0.000000            
0.020202             0.044444             0.011111            
0.020202             0.044444             0.022222            
0.020202             0.044444             0.033333            
0.020202             0.044444             0.044444            
0.020202             0.044444             0.055556            
0.020202             0.044444             0.066667            
0.020202             0.044444             0.077778            
0.020202             0.044444             0.088889            
0.020202             0.044444             0.100000            
0.020202             0.055556             0.000000            
0.020202             0.055556             0.011111            
0.020202             0.055556             0.022222            
0.020202             0.055556             0.033333            
0.020202             0.055556             0.044444            
0.020202             0.055556             0.055556            
0.020202             0.055556             0.066667            
0.020202             0.055556             0.077778            
0.020202             0.055556             0.088889            
0.020202             0.055556             0.100000            
0.020202             0.066667             0.000000            
0.020202             0.066667             0.011111            
0.020202             0.066667             0.022222            
0.020202             0.066667             0.033333            
0.020202             0.066667             0.044444            
0.020202             0.066667             0.055556            
0.020202             0.066667             0.066667            
0.020202             0.066667             0.077778            
0.020202             0.066667             0.088889            
0.020202             0.066667             0.100000            
0.020202             0.077778             0.000000            
0.020202             0.077778             0.011111            
0.020202             0.077778             0.022222            
0.020202             0.077778             0.033333            
0.020202             0.077778             0.044444            
0.020202             0.077778             0.055556            
0.020202             0.077778             0.066667            
0.020202             0.077778             0.077778            
0.020202             0.077778             0.088889            
0.020202             0.077778             0.100000            
0.020202             0.088889             0.000000            
0.020202             0.088889             0.011111            
0.020202             0.088889             0.022222            
0.020202             0.088889             0.033333            
0.020202             0.088889             0.044444            
0.020202             0.088889             0.055556            
0.020202             0.088889             0.066667            
0.020202             0.088889             0.077778            
0.020202             0.088889             0.088889            
0.020202             0.088889             0.100000            
0.020202             0.100000             0.000000            
0.020202             0.100000             0.011111            
0.020202             0.100000             0.022222            
0.020202             0.100000             0.033333            
0.020202             0.100000             0.044444            
0.020202             0.100000             0.055556            
0.020202             0.100000             0.066667            
0.020202             0.100000             0.077778            
0.020202             0.100000             0.088889            
0.020202             0.100000             0.100000            
0.030303             0.000000             0.000000            
0.030303             0.000000             0.011111            
0.030303             0.000000             0.022222            
0.030303             0.000000             0.033333            
0.030303             0.000000             0.044444            
0.030303             0.000000             0.055556            
0.030303             0.000000             0.066667            
0.030303             0.000000             0.077778            
0.030303             0.000000             0.088889            
0.030303             0.000000             0.100000            
0.030303             0.011111             0.000000            
0.030303             0.011111             0.011111            
0.030303             0.011111             0.022222            
0.030303             0.011111             0.033333            
0.030303             0.011111             0.044444            
0.030303             0.011111             0.055556            
0.030303             0.011111             0.066667            
0.030303             0.011111             0.077778            
0.030303             0.011111             0.088889            
0.030303             0.011111             0.100000            
0.030303             0.022222             0.000000            
0.030303             0.022222             0.011111            
0.030303             0.022222             0.022222            
0.030303             0.022222             0.033333            
0.030303             0.022222             0.044444            
0.030303             0.022222             0.055556            
0.030303             0.022222             0.066667            
0.030303             0.022222             0.077778            
0.030303             0.022222             0.088889            
0.030303             0.022222             0.100000            
0.030303             0.033333             0.000000            
0.030303             0.033333             0.011111            
0.030303             0.033333             0.022222            
0.030303             0.033333             0.033333            
0.030303             0.033333             0.044444            
0.030303             0.033333             0.055556            
0.030303             0.033333             0.066667            
0.030303             0.033333             0.077778            
0.030303             0.033333             0.088889            
0.030303             0.033333             0.100000            
0.030303             0.044444             0.000000            
0.030303             0.044444             0.011111            
0.030303             0.044444             0.022222            
0.030303             0.044444             0.033333            
0.030303             0.044444             0.044444            
0.030303             0.044444             0.055556            
0.030303             0.044444             0.066667            
0.030303             0.044444             0.077778            
0.030303             0.044444             0.088889            
0.030303             0.044444             0.100000            
0.030303             0.055556             0.000000            
0.030303             0.055556             0.011111            
0.030303             0.055556             0.022222            
0.030303             0.055556             0.033333            
0.030303             0.055556             0.044444            
0.030303             0.055556             0.055556            
0.030303             0.055556             0.066667            
0.030303             0.055556             0.077778            
0.030303             0.055556             0.088889            
0.030303             0.055556             0.100000            
0.030303             0.066667             0.000000            
0.030303             0.066667             0.011111            
0.030303             0.066667             0.022222            
0.030303             0.066667             0.033333            
0.030303             0.066667             0.044444            
0.030303             0.066667             0.055556            
0.030303             0.066667             0.066667            
0.030303             0.066667             0.077778            
0.030303             0.066667             0.088889            
0.030303             0.066667             0.100000            
0.030303             0.077778             0.000000            
0.030303             0.077778             0.011111            
0.030303             0.077778             0.022222            
0.030303             0.077778             0.033333            
0.030303             0.077778             0.044444            
0.030303             0.077778             0.055556            
0.030303             0.077778             0.066667            
0.030303             0.077778             0.077778            
0.030303             0.077778             0.088889            
0.030303             0.077778             0.100000            
0.030303             0.088889             0.000000            
0.030303             0.088889             0.011111            
0.030303             0.088889             0.022222            
0.030303             0.088889             0.033333            
0.030303             0.088889             0.044444            
0.030303             0.088889             0.055556            
0.030303             0.088889             0.066667            
0.030303             0.088889             0.077778            
0.030303             0.088889             0.088889            
0.030303             0.088889             0.100000            
0.030303             0.100000             0.000000            
0.030303             0.100000             0.011111            
0.030303             0.100000             0.022222            
0.030303             0.100000             0.033333            
0.030303             0.100000             0.044444            
0.030303             0.100000             0.055556            
0.030303             0.100000             0.066667            
0.030303             0.100000             0.077778            
0.030303             0.100000             0.088889            
0.030303             0.100000             0.100000            
0.040404             0.000000             0.000000            
0.040404             0.000000             0.011111            
0.040404             0.000000             0.022222            
0.040404             0.000000             0.033333            
0.040404             0.000000             0.044444            
0.040404             0.000000             0.055556            
0.040404             0.000000             0.066667            
0.040404             0.000000             0.077778            
0.040404             0.000000             0.088889            
0.040404             0.000000             0.100000            
0.040404             0.011111             0.000000            
0.040404             0.011111             0.011111            
0.040404             0.011111             0.022222            
0.040404             0.011111             0.033333            
0.040404             0.011111             0.044444            
0.040404             0.011111             0.055556            
0.040404             0.011111             0.066667            
0.040404             0.011111             0.077778            
0.040404             0.011111             0.088889            
0.040404             0.011111             0.100000            
0.040404             0.022222             0.000000            
0.040404             0.022222             0.011111            
0.040404             0.022222             0.022222            
0.040404             0.022222             0.033333            
0.040404             0.022222             0.044444            
0.040404             0.022222             0.055556            
0.040404             0.022222             0.066667            
0.040404             0.022222             0.077778            
0.040404             0.022222             0.088889            
0.040404             0.022222             0.100000            
0.040404             0.033333             0.000000            
0.040404             0.033333             0.011111            
0.040404             0.033333             0.022222            
0.040404             0.033333             0.033333            
0.040404             0.033333             0.044444            
0.040404             0.033333             0.055556            
0.040404             0.033333             0.066667            
0.040404             0.033333             0.077778            
0.040404             0.033333             0.088889            
0.040404             0.033333             0.100000            
0.040404             0.044444             0.000000            
0.040404             0.044444             0.011111            
0.040404             0.044444             0.022222            
0.040404             0.044444             0.033333            
0.040404             0.044444             0.044444            
0.040404             0.044444             0.055556            
0.040404             0.044444             0.066667            
0.040404             0.044444             0.077778            
0.040404             0.044444             0.088889            
0.040404             0.044444             0.100000            
0.040404             0.055556             0.000000            
0.040404             0.055556             0.011111            
0.040404             0.055556             0.022222            
0.040404             0.055556             0.033333            
0.040404             0.055556             0.044444            
0.040404             0.055556             0.055556            
0.040404             0.055556             0.066667            
0.040404             0.055556             0.077778            
0.040404             0.055556             0.088889            
0.040404             0.055556             0.100000            
0.040404             0.066667             0.000000            
0.040404             0.066667             0.011111            
0.040404             0.066667             0.022222            
0.040404             0.066667             0.033333            
0.040404             0.066667             0.044444            
0.040404             0.066667             0.055556            
0.040404             0.066667             0.066667            
0.040404             0.066667             0.077778            
0.040404             0.066667             0.088889            
0.040404             0.066667             0.100000            
0.040404             0.077778             0.000000            
0.040404             0.077778             0.011111            
0.040404             0.077778             0.022222            
0.040404             0.077778             0.033333            
0.040404             0.077778             0.044444            
0.040404             0.077778             0.055556            
0.040404             0.077778             0.066667            
0.040404             0.077778             0.077778            
0.040404             0.077778             0.088889            
0.040404             0.077778             0.100000            
0.040404             0.088889             0.000000            
0.040404             0.088889             0.011111            
0.040404             0.088889             0.022222            
0.040404             0.088889             0.033333            
0.040404             0.088889             0.044444            
0.040404             0.088889             0.055556            
0.040404             0.088889             0.066667            
0.040404             0.088889             0.077778            
0.040404             0.088889             0.088889            
0.040404             0.088889             0.100000            
0.040404             0.100000             0.000000            
0.040404             0.100000             0.011111            
0.040404             0.100000             0.022222            
0.040404             0.100000             0.033333            
0.040404             0.100000             0.044444            
0.040404             0.100000             0.055556            
0.040404             0.100000             0.066667            
0.040404             0.100000             0.077778            
0.040404             0.100000             0.088889            
0.040404             0.100000             0.100000            
0.050505             0.000000             0.000000            
0.050505             0.000000             0.011111            
0.050505             0.000000             0.022222            
0.050505             0.000000             0.033333            
0.050505             0.000000             0.044444            
0.050505             0.000000             0.055556            
0.050505             0.000000             0.066667            
0.050505             0.000000             0.077778            
0.050505             0.000000             0.088889            
0.050505             0.000000             0.100000            
0.050505             0.011111             0.000000            
0.050505             0.011111             0.011111            
0.050505             0.011111             0.022222            
0.050505             0.011111             0.033333            
0.050505             0.011111             0.044444            
0.050505             0.011111             0.055556            
0.050505             0.011111             0.066667            
0.050505             0.011111             0.077778            
0.050505             0.011111             0.088889            
0.050505             0.011111             0.100000            
0.050505             0.022222             0.000000            
0.050505             0.022222             0.011111            
0.050505             0.022222             0.022222            
0.050505             0.022222             0.033333            
0.050505             0.022222             0.044444            
0.050505             0.022222             0.055556            
0.050505             0.022222             0.066667            
0.050505             0.022222             0.077778            
0.050505             0.022222             0.088889            
0.050505             0.022222             0.100000            
0.050505             0.033333             0.000000            
0.050505             0.033333             0.011111            
0.050505             0.033333             0.022222            
0.050505             0.033333             0.033333            
0.050505             0.033333             0.044444            
0.050505             0.033333             0.055556            
0.050505             0.033333             0.066667            
0.050505             0.033333             0.077778            
0.050505             0.033333             0.088889            
0.050505             0.033333             0.100000            
0.050505             0.044444             0.000000            
0.050505             0.044444             0.011111            
0.050505             0.044444             0.022222            
0.050505             0.044444             0.033333            
0.050505             0.044444             0.044444            
0.050505             0.044444             0.055556            
0.050505             0.044444             0.066667            
0.050505             0.044444             0.077778            
0.050505             0.044444             0.088889            
0.050505             0.044444             0.100000            
0.050505             0.055556             0.000000            
0.050505             0.055556             0.011111            
0.050505             0.055556             0.022222            
0.050505             0.055556             0.033333            
0.050505             0.055556             0.044444            
0.050505             0.055556             0.055556            
0.050505             0.055556             0.066667            
0.050505             0.055556             0.077778            
0.050505             0.055556             0.088889            
0.050505             0.055556             0.100000            
0.050505             0.066667             0.000000            
0.050505             0.066667             0.011111            
0.050505             0.066667             0.022222            
0.050505             0.066667             0.033333            
0.050505             0.066667             0.044444            
0.050505             0.066667             0.055556            
0.050505             0.066667             0.066667            
0.050505             0.066667             0.077778            
0.050505             0.066667             0.088889            
0.050505             0.066667             0.100000            
0.050505             0.077778             0.000000            
0.050505             0.077778             0.011111            
0.050505             0.077778             0.022222            
0.050505             0.077778             0.033333            
0.050505             0.077778             0.044444            
0.050505             0.077778             0.055556            
0.050505             0.077778             0.066667            
0.050505             0.077778             0.077778            
0.050505             0.077778             0.088889            
0.050505             0.077778             0.100000            
0.050505             0.088889             0.000000            
0.050505             0.088889             0.011111            
0.050505             0.088889             0.022222            
0.050505             0.088889             0.033333            
0.050505             0.088889             0.044444            
0.050505             0.088889             0.055556            
0.050505             0.088889             0.066667            
0.050505             0.088889             0.077778            
0.050505             0.088889             0.088889            
0.050505             0.088889             0.100000            
0.050505             0.100000             0.000000            
0.050505             0.100000             0.011111            
0.050505             0.100000             0.022222            
0.050505             0.100000             0.033333            
0.050505             0.100000             0.044444            
0.050505             0.100000             0.055556            
0.050505             0.100000             0.066667            
0.050505             0.100000             0.077778            
0.050505             0.100000             0.088889            
0.050505             0.100000             0.100000            
0.060606             0.000000             0.000000            
0.060606             0.000000             0.011111            
0.060606             0.000000             0.022222            
0.060606             0.000000             0.033333            
0.060606             0.000000             0.044444            
0.060606             0.000000             0.055556            
0.060606             0.000000             0.066667            
0.060606             0.000000             0.077778            
0.060606             0.000000             0.088889            
0.060606             0.000000             0.100000            
0.060606             0.011111             0.000000            
0.060606             0.011111             0.011111            
0.060606             0.011111             0.022222            
0.060606             0.011111             0.033333            
0.060606             0.011111             0.044444            
0.060606             0.011111             0.055556            
0.060606             0.011111             0.066667            
0.060606             0.011111             0.077778            
0.060606             0.011111             0.088889            
0.060606             0.011111             0.100000            
0.060606             0.022222             0.000000            
0.060606             0.022222             0.011111            
0.060606             0.022222             0.022222            
0.060606             0.022222             0.033333            
0.060606             0.022222             0.044444            
0.060606             0.022222             0.055556            
0.060606             0.022222             0.066667            
0.060606             0.022222             0.077778            
0.060606             0.022222             0.088889            
0.060606             0.022222             0.100000            
0.060606             0.033333             0.000000            
0.060606             0.033333             0.011111            
0.060606             0.033333             0.022222            
0.060606             0.033333             0.033333            
0.060606             0.033333             0.044444            
0.060606             0.033333             0.055556            
0.060606             0.033333             0.066667            
0.060606             0.033333             0.077778            
0.060606             0.033333             0.088889            
0.060606             0.033333             0.100000            
0.060606             0.044444             0.000000            
0.060606             0.044444             0.011111            
0.060606             0.044444             0.022222            
0.060606             0.044444             0.033333            
0.060606             0.044444             0.044444            
0.060606             0.044444             0.055556            
0.060606             0.044444             0.066667            
0.060606             0.044444             0.077778            
0.060606             0.044444             0.088889            
0.060606             0.044444             0.100000            
0.060606             0.055556             0.000000            
0.060606             0.055556             0.011111            
0.060606             0.055556             0.022222            
0.060606             0.055556             0.033333            
0.060606             0.055556             0.044444            
0.060606             0.055556             0.055556            
0.060606             0.055556             0.066667            
0.060606             0.055556             0.077778            
0.060606             0.055556             0.088889            
0.060606             0.055556             0.100000            
0.060606             0.066667             0.000000            
0.060606             0.066667             0.011111            
0.060606             0.066667             0.022222            
0.060606             0.066667             0.033333            
0.060606             0.066667             0.044444            
0.060606             0.066667             0.055556            
0.060606             0.066667             0.066667            
0.060606             0.066667             0.077778            
0.060606             0.066667             0.088889            
0.060606             0.066667             0.100000            
0.060606             0.077778             0.000000            
0.060606             0.077778             0.011111            
0.060606             0.077778             0.022222            
0.060606             0.077778             0.033333            
0.060606             0.077778             0.044444            
0.060606             0.077778             0.055556            
0.060606             0.077778             0.066667            
0.060606             0.077778             0.077778            
0.060606             0.077778             0.088889            
0.060606             0.077778             0.100000            
0.060606             0.088889             0.000000            
0.060606             0.088889             0.011111            
0.060606             0.088889             0.022222            
0.060606             0.088889             0.033333            
0.060606             0.088889             0.044444            
0.060606             0.088889             0.055556            
0.060606             0.088889             0.066667            
0.060606             0.088889             0.077778            
0.060606             0.088889             0.088889            
0.060606             0.088889             0.100000            
0.060606             0.100000             0.000000            
0.060606             0.100000             0.011111            
0.060606             0.100000             0.022222            
0.060606             0.100000             0.033333            
0.060606             0.100000             0.044444            
0.060606             0.100000             0.055556            
0.060606             0.100000             0.066667            
0.060606             0.100000             0.077778            
0.060606             0.100000             0.088889            
0.060606             0.100000             0.100000            
0.070707             0.000000             0.000000            
0.070707             0.000000             0.011111            
0.070707             0.000000             0.022222            
0.070707             0.000000             0.033333            
0.070707             0.000000             0.044444            
0.070707             0.000000             0.055556            
0.070707             0.000000             0.066667            
0.070707             0.000000             0.077778            
0.070707             0.000000             0.088889            
0.070707             0.000000             0.100000            
0.070707             0.011111             0.000000            
0.070707             0.011111             0.011111            
0.070707             0.011111             0.022222            
0.070707             0.011111             0.033333            
